Código,Departamento,Provincia,Distrito,No Pobre,Pobre,Pobre extremo
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,483,1341,3613
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,50,393,496
220303,SAN MARTIN,EL DORADO,SAN MARTIN,172,970,2980
220304,SAN MARTIN,EL DORADO,SANTA ROSA,125,1160,1726
220305,SAN MARTIN,EL DORADO,SHATOJA,78,388,472
220401,SAN MARTIN,HUALLAGA,SAPOSOA,786,1392,3180
220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,41,759,638
220403,SAN MARTIN,HUALLAGA,EL ESLABON,83,408,460
220404,SAN MARTIN,HUALLAGA,PISCOYACU,120,488,753
220405,SAN MARTIN,HUALLAGA,SACANCHE,117,379,308
220406,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,22,195,58
220501,SAN MARTIN,LAMAS,LAMAS,411,186,4333
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,146,2131,2878
220503,SAN MARTIN,LAMAS,BARRANQUITA,113,816,1321
220504,SAN MARTIN,LAMAS,CAYNARACHI,175,618,1996
220505,SAN MARTIN,LAMAS,CUNUMBUQUI,72,745,1052
220506,SAN MARTIN,LAMAS,PINTO RECODO,142,1143,1842
220507,SAN MARTIN,LAMAS,RUMISAPA,121,135,1064
220508,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,26,224,387
220509,SAN MARTIN,LAMAS,SHANAO,50,191,617
220510,SAN MARTIN,LAMAS,TABALOSOS,484,1874,2671
220511,SAN MARTIN,LAMAS,ZAPATERO,74,397,1873
220601,SAN MARTIN,MARISCAL CACERES,JUANJUI,1828,2256,5001
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,340,1826,1613
220603,SAN MARTIN,MARISCAL CACERES,HUICUNGO,217,1586,1606
220604,SAN MARTIN,MARISCAL CACERES,PACHIZA,73,1068,1257
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,161,957,1069
220701,SAN MARTIN,PICOTA,PICOTA,469,1146,1134
220702,SAN MARTIN,PICOTA,BUENOS AIRES,51,544,622
220703,SAN MARTIN,PICOTA,CASPISAPA,102,439,175
220704,SAN MARTIN,PICOTA,PILLUANA,19,268,64
220705,SAN MARTIN,PICOTA,PUCACACA,221,748,272
220706,SAN MARTIN,PICOTA,SAN CRISTOBAL,42,177,123
220707,SAN MARTIN,PICOTA,SAN HILARION,130,336,778
220708,SAN MARTIN,PICOTA,SHAMBOYACU,74,507,2833
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,26,167,1528
220710,SAN MARTIN,PICOTA,TRES UNIDOS,83,1089,455
220801,SAN MARTIN,RIOJA,RIOJA,3537,2544,2256
220802,SAN MARTIN,RIOJA,AWAJUN,234,718,2549
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,995,2397,2366
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,5667,6214,6224
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,347,2755,2784
220806,SAN MARTIN,RIOJA,POSIC,158,384,205
220807,SAN MARTIN,RIOJA,SAN FERNANDO,193,459,436
220808,SAN MARTIN,RIOJA,YORONGOS,58,730,256
220809,SAN MARTIN,RIOJA,YURACYACU,163,492,567
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,3098,4299,3652
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,23,193,100
220903,SAN MARTIN,SAN MARTIN,CACATACHI,250,440,424
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,103,155,2518
220905,SAN MARTIN,SAN MARTIN,CHIPURANA,21,578,304
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,38,591,373
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,31,786,501
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,456,405,234
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,6655,3744,3653
220910,SAN MARTIN,SAN MARTIN,MORALES,1641,2091,3036
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,46,463,426
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,160,323,208
220913,SAN MARTIN,SAN MARTIN,SAUCE,181,1022,1334
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,25,364,84
221001,SAN MARTIN,TOCACHE,TOCACHE,2012,3714,5377
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,281,900,2794
221003,SAN MARTIN,TOCACHE,POLVORA,526,1989,1730
221004,SAN MARTIN,TOCACHE,SHUNTE,27,395,445
221005,SAN MARTIN,TOCACHE,UCHIZA,476,1670,3283
,SAN MARTIN,TOCACHE,SANTA LUCIA,72,347,693
230101,TACNA,TACNA,TACNA,10459,13097,540
230102,TACNA,TACNA,ALTO DE LA ALIANZA,4349,6625,443
230103,TACNA,TACNA,CALANA,455,454,186
230104,TACNA,TACNA,CIUDAD NUEVA,2833,8327,724
230105,TACNA,TACNA,INCLAN,322,361,67
230106,TACNA,TACNA,PACHIA,331,240,35
230107,TACNA,TACNA,PALCA,49,261,256
230108,TACNA,TACNA,POCOLLAY,2104,4120,398
230109,TACNA,TACNA,SAMA,411,328,116
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,10764,24840,1561
230111,TACNA,TACNA,LA YARADA LOS PALOS,424,1605,716
230201,TACNA,CANDARAVE,CANDARAVE,85,616,272
230202,TACNA,CANDARAVE,CAIRANI,28,135,126
230203,TACNA,CANDARAVE,CAMILACA,42,196,137
230204,TACNA,CANDARAVE,CURIBAYA,34,55,31
230205,TACNA,CANDARAVE,HUANUARA,23,95,54
230206,TACNA,CANDARAVE,QUILAHUANI,28,193,208
230301,TACNA,JORGE BASADRE,LOCUMBA,204,293,100
230302,TACNA,JORGE BASADRE,ILABAYA,449,779,279
230303,TACNA,JORGE BASADRE,ITE,320,233,70
230401,TACNA,TARATA,TARATA,90,651,296
,TACNA,TARATA,HEROES ALBARRACIN (CHUCATAMANI),49,111,63
230403,TACNA,TARATA,ESTIQUE,13,66,19
230404,TACNA,TARATA,ESTIQUE-PAMPA,21,62,16
230405,TACNA,TARATA,SITAJARA,30,85,36
230406,TACNA,TARATA,SUSAPAYA,23,165,87
230407,TACNA,TARATA,TARUCACHI,10,86,68
230408,TACNA,TARATA,TICACO,31,156,142
240101,TUMBES,TUMBES,TUMBES,8606,11304,4430
240102,TUMBES,TUMBES,CORRALES,991,2810,1616
240103,TUMBES,TUMBES,LA CRUZ,309,1971,769
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,500,964,793
240105,TUMBES,TUMBES,SAN JACINTO,358,823,1562
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,281,446,658
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,435,1169,705
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,158,405,266
240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,433,1107,559
240301,TUMBES,ZARUMILLA,ZARUMILLA,1215,3107,2874
240302,TUMBES,ZARUMILLA,AGUAS VERDES,918,2303,4795
240303,TUMBES,ZARUMILLA,MATAPALO,164,747,479
240304,TUMBES,ZARUMILLA,PAPAYAL,357,964,812
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,28667,36860,83201
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,1764,1729,1655
250103,UCAYALI,CORONEL PORTILLO,IPARIA,149,119,5160
250104,UCAYALI,CORONEL PORTILLO,MASISEA,199,226,2688
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,3945,6729,14425
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,313,909,1429
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,7395,8894,10181
250201,UCAYALI,ATALAYA,RAYMONDI,999,1037,11903
250202,UCAYALI,ATALAYA,SEPAHUA,272,351,2911
250203,UCAYALI,ATALAYA,TAHUANIA,157,198,3093
250204,UCAYALI,ATALAYA,YURUA,41,1,709
250301,UCAYALI,PADRE ABAD,PADRE ABAD,2441,1977,2721
250302,UCAYALI,PADRE ABAD,IRAZOLA,784,969,2239
250303,UCAYALI,PADRE ABAD,CURIMANA,134,1187,2479
250304,UCAYALI,PADRE ABAD,NESHUYA,265,1154,856
250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,151,547,1859
,UCAYALI,PADRE ABAD,HUIPOCA,47,182,688
,UCAYALI,PADRE ABAD,BOQUERON,54,246,113
250401,UCAYALI,PURUS,PURUS,93,1016,248
